,activity_id,assay_chembl_id,molecule_chembl_id,type,standard_units,relation,standard_value,target_chembl_id,target_organism,assay_description,assay_type,smiles,clint,units
22529,12731913,CHEMBL2351081,CHEMBL2349305,CL,mL.min-1.g-1,=,1.0,CHEMBL613373,Homo sapiens,Metabolic stability in human liver microsomes assessed as intrinsic clearance by LC-MS/MS analysis,A,CC(C)C[C@@H](Nc1nc(SCc2ccccc2)nc2nc(N)sc12)C(=O)O,0.001,mL.min-1.kg-1
22530,12731914,CHEMBL2351081,CHEMBL2349304,CL,mL.min-1.g-1,=,62.0,CHEMBL613373,Homo sapiens,Metabolic stability in human liver microsomes assessed as intrinsic clearance by LC-MS/MS analysis,A,CC(C)C[C@@H](Nc1nc(SCc2ccccc2)nc2nc(N)sc12)C(N)=O,0.062,mL.min-1.kg-1
22531,12731916,CHEMBL2351081,CHEMBL2349186,CL,mL.min-1.g-1,=,67.0,CHEMBL613373,Homo sapiens,Metabolic stability in human liver microsomes assessed as intrinsic clearance by LC-MS/MS analysis,A,CC(C)C[C@H](CO)Nc1nc(OCc2ccccc2)nc2[nH]c(=O)sc12,0.067,mL.min-1.kg-1
22532,12731917,CHEMBL2351081,CHEMBL2349185,CL,mL.min-1.g-1,=,4.0,CHEMBL613373,Homo sapiens,Metabolic stability in human liver microsomes assessed as intrinsic clearance by LC-MS/MS analysis,A,CC(C)C[C@H](CO)Nc1nc([S+]([O-])Cc2ccccc2)nc2[nH]c(=O)sc12,0.004,mL.min-1.kg-1
22533,12731919,CHEMBL2351081,CHEMBL2349180,CL,mL.min-1.g-1,=,77.0,CHEMBL613373,Homo sapiens,Metabolic stability in human liver microsomes assessed as intrinsic clearance by LC-MS/MS analysis,A,CC(C)C[C@H](CO)Nc1nc(S[C@@H](C)c2cc(Cl)ccn2)nc2[nH]c(=O)sc12,0.077,mL.min-1.kg-1
22534,12731920,CHEMBL2351081,CHEMBL2349179,CL,mL.min-1.g-1,=,81.0,CHEMBL613373,Homo sapiens,Metabolic stability in human liver microsomes assessed as intrinsic clearance by LC-MS/MS analysis,A,CC(C)C[C@H](CO)Nc1nc(S[C@@H](C)c2cc(Cl)ccn2)nc2nc(N)sc12,0.081,mL.min-1.kg-1
22535,12731921,CHEMBL2351081,CHEMBL2349312,CL,mL.min-1.g-1,=,46.0,CHEMBL613373,Homo sapiens,Metabolic stability in human liver microsomes assessed as intrinsic clearance by LC-MS/MS analysis,A,CC(C)C[C@H](CO)Nc1nc(S[C@@H](C)c2ccccc2)nc2[nH]c(=O)sc12,0.046,mL.min-1.kg-1
22536,12731922,CHEMBL2351081,CHEMBL2349310,CL,mL.min-1.g-1,=,34.0,CHEMBL613373,Homo sapiens,Metabolic stability in human liver microsomes assessed as intrinsic clearance by LC-MS/MS analysis,A,CC(C)C[C@H](CO)Nc1nc(S[C@@H](C)c2ccccc2)nc2nc(N)sc12,0.034,mL.min-1.kg-1
22537,12731923,CHEMBL2351081,CHEMBL2349307,CL,mL.min-1.g-1,=,99.0,CHEMBL613373,Homo sapiens,Metabolic stability in human liver microsomes assessed as intrinsic clearance by LC-MS/MS analysis,A,CC(C)C[C@H](CO)Nc1nc(SCc2ccccn2)nc2nc(N)sc12,0.099,mL.min-1.kg-1
22538,12731927,CHEMBL2351081,CHEMBL2349322,CL,mL.min-1.g-1,=,48.0,CHEMBL613373,Homo sapiens,Metabolic stability in human liver microsomes assessed as intrinsic clearance by LC-MS/MS analysis,A,CC(C)C[C@H](CO)Nc1nc(SCc2ccccc2Br)nc2nc(N)sc12,0.048,mL.min-1.kg-1
22539,12731929,CHEMBL2351081,CHEMBL2349320,CL,mL.min-1.g-1,=,17.0,CHEMBL613373,Homo sapiens,Metabolic stability in human liver microsomes assessed as intrinsic clearance by LC-MS/MS analysis,A,CC(C)(C)[C@H](CO)Nc1nc(SCc2ccccc2)nc2nc(N)sc12,0.017,mL.min-1.kg-1
22540,12731930,CHEMBL2351081,CHEMBL2349339,CL,mL.min-1.g-1,=,23.0,CHEMBL613373,Homo sapiens,Metabolic stability in human liver microsomes assessed as intrinsic clearance by LC-MS/MS analysis,A,CCC[C@H](CO)Nc1nc(SCc2ccccc2)nc2nc(N)sc12,0.023,mL.min-1.kg-1
22543,12733074,CHEMBL2351095,CHEMBL2349361,CL,mL.min-1.g-1,=,18.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes at 1 uM after 5 mins by LC/MS/MS analysis,A,O=C(Nc1cc(NS(=O)(=O)c2cccs2)cc(-c2csc(=O)[nH]2)c1)c1cccs1,0.018,mL.min-1.kg-1
22544,12733075,CHEMBL2351095,CHEMBL2349349,CL,mL.min-1.g-1,=,24.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes at 1 uM after 5 mins by LC/MS/MS analysis,A,O=c1[nH]c(-c2cccc(NS(=O)(=O)c3cccs3)c2)cs1,0.024,mL.min-1.kg-1
22545,12733248,CHEMBL2351991,CHEMBL2349471,CL,mL.min-1.kg-1,=,3.0,CHEMBL613373,Homo sapiens,Clearance in human liver microsomes at 1 uM after 20 mins by LC-MS/MS analysis in presence of NADPH,A,CC1(C)Cc2ccc(-c3cncnc3)cc2[C@@]2(COC(N)=N2)C1,3.0,mL.min-1.kg-1
22546,12733249,CHEMBL2351991,CHEMBL2349470,CL,mL.min-1.kg-1,=,3.8,CHEMBL613373,Homo sapiens,Clearance in human liver microsomes at 1 uM after 20 mins by LC-MS/MS analysis in presence of NADPH,A,CN1C(=O)[C@]2(CC(C)(C)Cc3ccc(-c4cncnc4)cc32)N=C1N,3.8,mL.min-1.kg-1
22547,12733250,CHEMBL2351991,CHEMBL2349469,CL,mL.min-1.kg-1,=,3.0,CHEMBL613373,Homo sapiens,Clearance in human liver microsomes at 1 uM after 20 mins by LC-MS/MS analysis in presence of NADPH,A,CN1C(=O)[C@]2(CC(C)(C)Cc3ccc(-c4cccnc4F)cc32)N=C1N,3.0,mL.min-1.kg-1
22548,12733251,CHEMBL2351991,CHEMBL2349468,CL,mL.min-1.kg-1,=,3.0,CHEMBL613373,Homo sapiens,Clearance in human liver microsomes at 1 uM after 20 mins by LC-MS/MS analysis in presence of NADPH,A,CN1C(=O)[C@]2(CC(C)(C)Cc3ccc(-c4cccc(C#N)c4)cc32)N=C1N,3.0,mL.min-1.kg-1
22549,12733252,CHEMBL2351991,CHEMBL2349467,CL,mL.min-1.kg-1,=,8.5,CHEMBL613373,Homo sapiens,Clearance in human liver microsomes at 1 uM after 20 mins by LC-MS/MS analysis in presence of NADPH,A,CN1C(=O)[C@]2(CC(C)(C)Oc3ccc(-c4cncc(Cl)c4)cc32)N=C1N,8.5,mL.min-1.kg-1
22576,13284681,CHEMBL2378966,CHEMBL2376321,CL,mL.min-1.g-1,=,2.8,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes as 1 umol/l measured up to 30 mins by LC-MS analysis,A,CC[C@]1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(OC(F)F)cc3)ccc2NC1=O,0.0028,mL.min-1.kg-1
22577,13284683,CHEMBL2378966,CHEMBL2376316,CL,mL.min-1.g-1,=,40.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes as 1 umol/l measured up to 30 mins by LC-MS analysis,A,CCC1(CC)CNc2ccc(S(=O)(=O)Nc3ccc(F)cc3F)cc2C(=O)N1,0.04,mL.min-1.kg-1
22578,13284684,CHEMBL2378966,CHEMBL2376313,CL,mL.min-1.g-1,=,9.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes as 1 umol/l measured up to 30 mins by LC-MS analysis,A,CCC1(C)C(=O)Nc2ccc(S(=O)(=O)Nc3ccc(F)cc3F)cc2C(=O)N1C,0.009,mL.min-1.kg-1
22579,13284685,CHEMBL2378966,CHEMBL2376312,CL,mL.min-1.g-1,=,7.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes as 1 umol/l measured up to 30 mins by LC-MS analysis,A,CCC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(Cl)cc3)ccc2N(C)C1=O,0.007,mL.min-1.kg-1
22580,13284686,CHEMBL2378966,CHEMBL2376311,CL,mL.min-1.g-1,=,221.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes as 1 umol/l measured up to 30 mins by LC-MS analysis,A,CCC1(C)NC(=O)c2cc(S(=O)(=O)N(C)c3ccccc3)ccc2NC1=O,0.221,mL.min-1.kg-1
22581,13284688,CHEMBL2378966,CHEMBL2376329,CL,mL.min-1.g-1,=,16.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes as 1 umol/l measured up to 30 mins by LC-MS analysis,A,CCC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(OC)cc3)ccc2NC1=O,0.016,mL.min-1.kg-1
22582,13284690,CHEMBL2378966,CHEMBL2376325,CL,mL.min-1.g-1,=,3.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes as 1 umol/l measured up to 30 mins by LC-MS analysis,A,CCC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(Cl)cc3)ccc2NC1=O,0.003,mL.min-1.kg-1
22603,13295610,CHEMBL2379602,CHEMBL2375969,CL,mL.min-1.g-1,=,105.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,Cc1nc(N)nc2c1cc(-c1cnc3ccccc3c1)c(=O)n2[C@H]1CC[C@@H](OCO)CC1,0.105,mL.min-1.kg-1
22604,13295611,CHEMBL2379602,CHEMBL2375970,CL,mL.min-1.g-1,=,13.3,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,Cc1nc(N)nc2c1cc(-c1cnn(C)c1)c(=O)n2[C@H]1CC[C@@H](OCO)CC1,0.013300000000000001,mL.min-1.kg-1
22605,13295612,CHEMBL2379602,CHEMBL2376092,CL,mL.min-1.g-1,=,23.4,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,Cc1nc(N)nc2c1cc(-c1cn[nH]c1)c(=O)n2[C@H]1CC[C@@H](OCO)CC1,0.023399999999999997,mL.min-1.kg-1
22606,13295613,CHEMBL2379602,CHEMBL2376093,CL,mL.min-1.g-1,=,18.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,COc1ncc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@@H](OCO)CC3)c2=O)cn1,0.018,mL.min-1.kg-1
22607,13295614,CHEMBL2379602,CHEMBL2376094,CL,mL.min-1.g-1,=,142.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,COc1ncc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@@H](OCO)CC3)c2=O)cc1F,0.142,mL.min-1.kg-1
22608,13295615,CHEMBL2379602,CHEMBL2376095,CL,mL.min-1.g-1,=,55.7,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,COc1ccc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@@H](OCO)CC3)c2=O)cn1,0.0557,mL.min-1.kg-1
22610,13298311,CHEMBL2384175,CHEMBL2382405,CL,mL.min-1.kg-1,=,6.9,CHEMBL613373,Homo sapiens,Clearance in human liver microsomes at 1 uM up to 60 mins,A,CCC(Sc1nc(-c2cccc(OC)c2)c(C#N)c(=O)[nH]1)C(=O)Nc1ccc(S(N)(=O)=O)cc1,6.9,mL.min-1.kg-1
22611,13298312,CHEMBL2384175,CHEMBL2382404,CL,mL.min-1.kg-1,=,2.8,CHEMBL613373,Homo sapiens,Clearance in human liver microsomes at 1 uM up to 60 mins,A,CCC(Sc1nc(-c2ccc(Cl)cc2)c(C#N)c(=O)[nH]1)C(=O)Nc1ccc(S(N)(=O)=O)cc1,2.8,mL.min-1.kg-1
22612,13298313,CHEMBL2384175,CHEMBL2382403,CL,mL.min-1.kg-1,=,3.4,CHEMBL613373,Homo sapiens,Clearance in human liver microsomes at 1 uM up to 60 mins,A,CC(Sc1nc(-c2ccc(Cl)c(F)c2)c(C#N)c(=O)[nH]1)C(=O)Nc1ccc(S(N)(=O)=O)cc1,3.4,mL.min-1.kg-1
22613,13298314,CHEMBL2384175,CHEMBL2382402,CL,mL.min-1.kg-1,=,2.6,CHEMBL613373,Homo sapiens,Clearance in human liver microsomes at 1 uM up to 60 mins,A,CC(Sc1nc(-c2ccc(Cl)c(Cl)c2)c(C#N)c(=O)[nH]1)C(=O)Nc1ccc(S(N)(=O)=O)cc1,2.6,mL.min-1.kg-1
22614,13298315,CHEMBL2384175,CHEMBL2382401,CL,mL.min-1.kg-1,=,2.6,CHEMBL613373,Homo sapiens,Clearance in human liver microsomes at 1 uM up to 60 mins,A,CC(Sc1nc(-c2ccc(Cl)cc2)c(C#N)c(=O)[nH]1)C(=O)Nc1ccc(S(N)(=O)=O)cc1,2.6,mL.min-1.kg-1
22615,13298318,CHEMBL2384175,CHEMBL2382337,CL,mL.min-1.kg-1,=,5.3,CHEMBL613373,Homo sapiens,Clearance in human liver microsomes at 1 uM up to 60 mins,A,N#Cc1c(-c2ccc(Cl)cc2)nc(SCC(=O)Nc2ccc(S(N)(=O)=O)cc2)[nH]c1=O,5.3,mL.min-1.kg-1
22647,13301217,CHEMBL2384481,CHEMBL2381937,CL,mL.min-1.g-1,=,14.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,CC1(C)OC(=O)N([C@H]2CC[C@H](n3c(=O)[nH]c4cccnc43)CC2)[C@H]1c1ccccc1,0.014,mL.min-1.kg-1
22648,13301218,CHEMBL2384481,CHEMBL2381936,CL,mL.min-1.g-1,=,51.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,CC1(C)OC(=O)N([C@H]2CC[C@H](NC(=O)c3ccnc4cc(F)cnc34)CC2)[C@H]1c1ccccc1,0.051,mL.min-1.kg-1
22649,13301219,CHEMBL2384481,CHEMBL2381935,CL,mL.min-1.g-1,=,36.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,CC1(C)OC(=O)N([C@H]2CC[C@H](NC(=O)c3ccnc4cccnc34)CC2)[C@H]1c1ccccc1,0.036,mL.min-1.kg-1
22650,13301221,CHEMBL2384481,CHEMBL2381960,CL,mL.min-1.g-1,=,25.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,CC1(C)OC(=O)N([C@H]2CC[C@H](C(=O)Nc3cccc4cccnc34)CC2)[C@H]1c1ccccc1,0.025,mL.min-1.kg-1
22651,13301222,CHEMBL2384481,CHEMBL2381959,CL,mL.min-1.g-1,=,55.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,CC1(C)OC(=O)N(c2ccc(C(=O)Nc3ccnc4cccnc34)cc2)[C@H]1c1ccccc1,0.055,mL.min-1.kg-1
22652,13301223,CHEMBL2384481,CHEMBL2381958,CL,mL.min-1.g-1,=,41.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,CC1(C)OC(=O)N(c2ccc(C(=O)Nc3cccc4cccnc34)cc2)[C@H]1c1ccccc1,0.041,mL.min-1.kg-1
22653,13301224,CHEMBL2384481,CHEMBL2381957,CL,mL.min-1.g-1,=,104.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,O=C(Nc1cccc2cccnc12)c1ccc(N2C(=O)OC[C@@H]2c2ccccc2)cc1,0.104,mL.min-1.kg-1
22654,13301225,CHEMBL2384481,CHEMBL2381956,CL,mL.min-1.g-1,=,79.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,O=C(Nc1cccc2cccnc12)c1ccc(N2C(=O)CCC2c2ccc(F)cc2)cc1,0.079,mL.min-1.kg-1
22655,13301226,CHEMBL2384481,CHEMBL2381955,CL,mL.min-1.g-1,=,137.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,O=C(Nc1cccc2cccnc12)c1ccc(N2C(=O)CCC2c2cccc(F)c2)cc1,0.137,mL.min-1.kg-1
22656,13301227,CHEMBL2384481,CHEMBL2381954,CL,mL.min-1.g-1,=,104.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,O=C(Nc1cccc2cccnc12)c1ccc(N2C(=O)CCC2c2ccccc2F)cc1,0.104,mL.min-1.kg-1
22657,13301228,CHEMBL2384481,CHEMBL2381953,CL,mL.min-1.g-1,=,16.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,CC1CCC(=O)N1c1ccc(C(=O)Nc2cccc3cccnc23)cc1,0.016,mL.min-1.kg-1
22658,13301230,CHEMBL2384481,CHEMBL2381951,CL,mL.min-1.g-1,=,260.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,O=C(Nc1cccc2cccnc12)c1ccc(N2C(=O)CC[C@H]2c2ccccc2)cc1,0.26,mL.min-1.kg-1
22659,13301231,CHEMBL2384481,CHEMBL2381950,CL,mL.min-1.g-1,=,114.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,O=C(Nc1cccc2cccnc12)c1ccc(N2C(=O)CC[C@@H]2c2ccccc2)cc1,0.114,mL.min-1.kg-1
22660,13301232,CHEMBL2384481,CHEMBL2381949,CL,mL.min-1.g-1,=,147.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,O=C(Nc1cccc2cccnc12)c1ccc(N2C(=O)CCC2c2ccccc2)cc1,0.147,mL.min-1.kg-1
22661,13301233,CHEMBL2384481,CHEMBL2381948,CL,mL.min-1.g-1,=,224.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,O=C(Nc1cccc2cccnc12)c1ccc(N2CC(c3ccccc3)CC2=O)cc1,0.224,mL.min-1.kg-1
22662,13301235,CHEMBL2384481,CHEMBL2381962,CL,mL.min-1.g-1,=,124.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,O=C(Nc1cccc2cccnc12)c1ccc(N2Cc3ccccc3C2=O)cc1,0.124,mL.min-1.kg-1
22663,13301236,CHEMBL2384481,CHEMBL2381961,CL,mL.min-1.g-1,=,160.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,O=C(Nc1cccc2cccnc12)c1ccc(N2C[C@H]3[C@@H](C2=O)[C@H]2C=C[C@@H]3C2)cc1,0.16,mL.min-1.kg-1
22664,13301237,CHEMBL2384481,CHEMBL562310,CL,mL.min-1.g-1,=,41.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,O=C(Nc1cccc2cccnc12)c1ccc(N2C(=O)[C@@H]3[C@H](C2=O)[C@@H]2C=C[C@H]3C2)cc1,0.041,mL.min-1.kg-1
22693,13307535,CHEMBL2382747,CHEMBL2381825,CL,mL.min-1.kg-1,=,44.0,CHEMBL613373,Homo sapiens,Apparent intrinsic clearance in human liver microsomes,A,CCCC(Oc1ccc(-n2cc3ccccc3n2)cc1)c1ccc(C(=O)NCCC(=O)O)cc1,44.0,mL.min-1.kg-1
22694,13307536,CHEMBL2382747,CHEMBL2381846,CL,mL.min-1.kg-1,=,48.0,CHEMBL613373,Homo sapiens,Apparent intrinsic clearance in human liver microsomes,A,CCCC(Oc1ccc(-n2cc3c(n2)CCCC3)cc1)c1ccc(C(=O)NCCC(=O)O)cc1,48.0,mL.min-1.kg-1
22695,13307541,CHEMBL2382747,CHEMBL2381840,CL,mL.min-1.kg-1,=,12.0,CHEMBL613373,Homo sapiens,Apparent intrinsic clearance in human liver microsomes,A,CCCC(Oc1ccc(-n2cc(F)cn2)cc1)c1ccc(C(=O)NCCC(=O)O)cc1,12.0,mL.min-1.kg-1
22696,13307542,CHEMBL2382747,CHEMBL2381839,CL,mL.min-1.kg-1,=,16.0,CHEMBL613373,Homo sapiens,Apparent intrinsic clearance in human liver microsomes,A,CCCC(Oc1ccc(-n2cc(C)cn2)cc1)c1ccc(C(=O)NCCC(=O)O)cc1,16.0,mL.min-1.kg-1
22697,13307543,CHEMBL2382747,CHEMBL2381838,CL,mL.min-1.kg-1,=,10.0,CHEMBL613373,Homo sapiens,Apparent intrinsic clearance in human liver microsomes,A,CCCC(Oc1ccc(-n2cc(Cl)cn2)cc1)c1ccc(C(=O)NCCC(=O)O)cc1,10.0,mL.min-1.kg-1
22698,13307546,CHEMBL2382747,CHEMBL2381835,CL,mL.min-1.kg-1,=,13.0,CHEMBL613373,Homo sapiens,Apparent intrinsic clearance in human liver microsomes,A,CC(C)C(Oc1ccc(-n2cc(C(F)(F)F)cn2)cc1)c1ccc(C(=O)NCCC(=O)O)cc1,13.0,mL.min-1.kg-1
22699,13307547,CHEMBL2382747,CHEMBL2381834,CL,mL.min-1.kg-1,=,31.0,CHEMBL613373,Homo sapiens,Apparent intrinsic clearance in human liver microsomes,A,CC(C)(C)C(Oc1ccc(-n2cc(C(F)(F)F)cn2)cc1)c1ccc(C(=O)NCCC(=O)O)cc1,31.0,mL.min-1.kg-1
22700,13307548,CHEMBL2382747,CHEMBL2381833,CL,mL.min-1.kg-1,=,22.0,CHEMBL613373,Homo sapiens,Apparent intrinsic clearance in human liver microsomes,A,O=C(O)CCNC(=O)c1ccc(C(Oc2ccc(-n3cc(C(F)(F)F)cn3)cc2)C2CCCC2)cc1,22.0,mL.min-1.kg-1
22701,13307549,CHEMBL2382747,CHEMBL2381832,CL,mL.min-1.kg-1,=,23.0,CHEMBL613373,Homo sapiens,Apparent intrinsic clearance in human liver microsomes,A,CC(C)CC(Oc1ccc(-n2cc(C(F)(F)F)cn2)cc1)c1ccc(C(=O)NCCC(=O)O)cc1,23.0,mL.min-1.kg-1
22702,13307550,CHEMBL2382747,CHEMBL2381831,CL,mL.min-1.kg-1,=,26.0,CHEMBL613373,Homo sapiens,Apparent intrinsic clearance in human liver microsomes,A,O=C(O)CCNC(=O)c1ccc(C(Oc2ccc(-n3cc(C(F)(F)F)cn3)cc2)C2CCC2)cc1,26.0,mL.min-1.kg-1
22703,13307551,CHEMBL2382747,CHEMBL2381824,CL,mL.min-1.kg-1,=,16.0,CHEMBL613373,Homo sapiens,Apparent intrinsic clearance in human liver microsomes,A,CCCC(Oc1ccc(-n2cc(C(F)(F)F)cn2)cc1)c1ccc(C(=O)NCCC(=O)O)cc1,16.0,mL.min-1.kg-1
22757,13313854,CHEMBL2388227,CHEMBL2387080,CL,mL.min-1.kg-1,=,3.2,CHEMBL613690,Homo sapiens,Clearance in human hepatocytes,A,Cc1nc(-c2cn3c(n2)-c2ccc(-c4cnn(C(C)(C)C(N)=O)c4)cc2OCC3)n(C(C)C)n1,3.2,mL.min-1.kg-1
22803,13315736,CHEMBL2389240,CHEMBL2387223,CL,mL.min-1.kg-1,=,8.0,CHEMBL613373,Homo sapiens,Clearance in human liver microsomes,A,N#Cc1cc(F)c(C(=O)Nc2ccnc(NC(=O)[C@H]3C[C@H]3F)c2)c(Cl)c1,8.0,mL.min-1.kg-1
22804,13315737,CHEMBL2389240,CHEMBL2387222,CL,mL.min-1.kg-1,=,4.0,CHEMBL613373,Homo sapiens,Clearance in human liver microsomes,A,O=C(Nc1ccnc(NC(=O)[C@H]2C[C@H]2F)c1)c1c(F)cccc1Cl,4.0,mL.min-1.kg-1
22805,13315738,CHEMBL2389240,CHEMBL2387221,CL,mL.min-1.kg-1,=,11.0,CHEMBL613373,Homo sapiens,Clearance in human liver microsomes,A,N#Cc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)[C@H]3C[C@H]3F)c2)c(Cl)c1,11.0,mL.min-1.kg-1
22806,13315739,CHEMBL2389240,CHEMBL2387127,CL,mL.min-1.kg-1,=,11.0,CHEMBL613373,Homo sapiens,Clearance in human liver microsomes,A,O=C(Nc1ccnc(NC(=O)[C@H]2C[C@H]2F)c1)c1c(Cl)cccc1Cl,11.0,mL.min-1.kg-1
22807,13315740,CHEMBL2389240,CHEMBL2387124,CL,mL.min-1.kg-1,=,8.0,CHEMBL613373,Homo sapiens,Clearance in human liver microsomes,A,N#Cc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC3)c2)c(Cl)c1,8.0,mL.min-1.kg-1
22808,13315741,CHEMBL2389240,CHEMBL2387224,CL,mL.min-1.kg-1,=,7.0,CHEMBL613373,Homo sapiens,Clearance in human liver microsomes,A,O=C(Nc1ccnc(NC(=O)C2CC2)c1)c1c(Cl)cccc1Cl,7.0,mL.min-1.kg-1
22831,13324721,CHEMBL2390466,CHEMBL2386114,CL,mL.min-1.kg-1,=,8.6,CHEMBL613373,Homo sapiens,Clearance in human liver microsomes,A,O=C(O)c1cccc(CN2C(=O)/C(=C(\c3ccccc3)c3ccc(Cl)cc3)c3ccccc32)c1,8.6,mL.min-1.kg-1
22844,13325894,CHEMBL2388044,CHEMBL2386595,CL,mL.min-1.g-1,=,55.6,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes by capillary-HPLC/MS analysis,A,[2H]C([2H])([2H])N1CCN(Cc2ccc(C(=O)Nc3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc2)CC1,0.055600000000000004,mL.min-1.kg-1
22847,13325921,CHEMBL2388044,CHEMBL941,CL,mL.min-1.g-1,=,66.4,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes by capillary-HPLC/MS analysis,A,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,0.0664,mL.min-1.kg-1
22863,13328808,CHEMBL2388654,CHEMBL2385099,CL,mL.min-1.g-1,=,22.4,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,COc1cccc(NS(=O)(=O)c2cc3c(cc2Cl)NC(=O)CO3)c1,0.0224,mL.min-1.kg-1
22864,13328809,CHEMBL2388654,CHEMBL2386928,CL,mL.min-1.g-1,=,8.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,CCc1nn2c(=O)cc(Cn3cnc4ccccc43)nc2s1,0.008,mL.min-1.kg-1
22865,13328810,CHEMBL2388654,CHEMBL2386927,CL,mL.min-1.g-1,=,8.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,O=c1cc(Cn2cnc3ccccc32)nc2sccn12,0.008,mL.min-1.kg-1
22866,13328811,CHEMBL2388654,CHEMBL2386926,CL,mL.min-1.g-1,=,8.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,Cc1cn2c(=O)cc(Cn3cnc4ccccc43)nc2s1,0.008,mL.min-1.kg-1
22867,13328812,CHEMBL2388654,CHEMBL2386925,CL,mL.min-1.g-1,=,8.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,Cc1csc2nc(Cn3cnc4ccccc43)cc(=O)n12,0.008,mL.min-1.kg-1
22868,13328813,CHEMBL2388654,CHEMBL2386924,CL,mL.min-1.g-1,=,8.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,O=c1cc(Cn2cnc3ccccc32)nc2scc(-c3ccccc3)n12,0.008,mL.min-1.kg-1
22869,13328814,CHEMBL2388654,CHEMBL2386923,CL,mL.min-1.g-1,=,12.5,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,Cc1sc2nc(Cn3cnc4ccccc43)cc(=O)n2c1C,0.0125,mL.min-1.kg-1
22870,13328815,CHEMBL2388654,CHEMBL2386922,CL,mL.min-1.g-1,=,17.8,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,Cc1cccn2c(=O)cc(Cn3cnc4ccccc43)nc12,0.0178,mL.min-1.kg-1
