,activity_id,assay_chembl_id,molecule_chembl_id,type,standard_units,relation,standard_value,target_chembl_id,assay_description,assay_type,smiles
19199,19145257,CHEMBL4378185,CHEMBL4445815,LogD,,=,1.1,CHEMBL2362975,"Octanol/Sodium phosphate buffer partition coefficient, log D of compound at pH 7.4 at 1 mg incubated for overnight under shaking condition by LC-MS/MS analysis",P,COc1cc(N(CC(F)(F)F)c2cccc(C(F)(F)F)c2)cnc1C(=O)[C@H]1C[C@@H]1C(=O)O
19200,19145258,CHEMBL4378185,CHEMBL4565208,LogD,,=,1.9,CHEMBL2362975,"Octanol/Sodium phosphate buffer partition coefficient, log D of compound at pH 7.4 at 1 mg incubated for overnight under shaking condition by LC-MS/MS analysis",P,COc1cc(N(Cc2ccc(F)cc2)c2cccc(C(F)(F)F)c2)cnc1C(=O)[C@H]1C[C@@H]1C(=O)O
19201,19145259,CHEMBL4378185,CHEMBL4545950,LogD,,=,1.2,CHEMBL2362975,"Octanol/Sodium phosphate buffer partition coefficient, log D of compound at pH 7.4 at 1 mg incubated for overnight under shaking condition by LC-MS/MS analysis",P,COc1cc(N(CC2CC2)c2cc(C(F)(F)F)ccc2F)cnc1C(=O)[C@H]1C[C@@H]1C(=O)O
19202,19145260,CHEMBL4378185,CHEMBL4467942,LogD,,=,1.1,CHEMBL2362975,"Octanol/Sodium phosphate buffer partition coefficient, log D of compound at pH 7.4 at 1 mg incubated for overnight under shaking condition by LC-MS/MS analysis",P,COc1cc(N(CC2CC2)c2cc(Cl)ccc2F)cnc1C(=O)[C@H]1C[C@@H]1C(=O)O
19203,19145261,CHEMBL4378185,CHEMBL4576647,LogD,,=,1.2,CHEMBL2362975,"Octanol/Sodium phosphate buffer partition coefficient, log D of compound at pH 7.4 at 1 mg incubated for overnight under shaking condition by LC-MS/MS analysis",P,COc1cc(N(CC2CC2)c2ccc(F)c(Cl)c2)cnc1C(=O)[C@H]1C[C@@H]1C(=O)O
19204,19145262,CHEMBL4378185,CHEMBL4545014,LogD,,=,1.1,CHEMBL2362975,"Octanol/Sodium phosphate buffer partition coefficient, log D of compound at pH 7.4 at 1 mg incubated for overnight under shaking condition by LC-MS/MS analysis",P,COc1cc(N(CC2CC2)c2cc(Cl)c(F)cc2F)cnc1C(=O)[C@H]1C[C@@H]1C(=O)O
19205,19145263,CHEMBL4378185,CHEMBL3971210,LogD,,=,1.4,CHEMBL2362975,"Octanol/Sodium phosphate buffer partition coefficient, log D of compound at pH 7.4 at 1 mg incubated for overnight under shaking condition by LC-MS/MS analysis",P,COc1cc(N(CC(C)C)c2cc(C(F)(F)F)ccc2F)cnc1C(=O)[C@H]1C[C@@H]1C(=O)O
19206,19145264,CHEMBL4378185,CHEMBL4574439,LogD,,=,1.3,CHEMBL2362975,"Octanol/Sodium phosphate buffer partition coefficient, log D of compound at pH 7.4 at 1 mg incubated for overnight under shaking condition by LC-MS/MS analysis",P,COc1cc(N(CC(C)C)c2cc(Cl)c(F)cc2F)cnc1C(=O)[C@H]1C[C@@H]1C(=O)O
19207,19145265,CHEMBL4378185,CHEMBL4584584,LogD,,=,0.8,CHEMBL2362975,"Octanol/Sodium phosphate buffer partition coefficient, log D of compound at pH 7.4 at 1 mg incubated for overnight under shaking condition by LC-MS/MS analysis",P,COc1cc(N(CC(C)(C)F)c2cc(C(F)(F)F)ccc2F)cnc1C(=O)[C@H]1C[C@@H]1C(=O)O
19208,19145266,CHEMBL4378185,CHEMBL4562583,LogD,,=,0.8,CHEMBL2362975,"Octanol/Sodium phosphate buffer partition coefficient, log D of compound at pH 7.4 at 1 mg incubated for overnight under shaking condition by LC-MS/MS analysis",P,COc1cc(N(CC(C)(C)F)c2cc(Cl)c(F)cc2F)cnc1C(=O)[C@H]1C[C@@H]1C(=O)O
19209,19145267,CHEMBL4378185,CHEMBL4567083,LogD,,=,2.0,CHEMBL2362975,"Octanol/Sodium phosphate buffer partition coefficient, log D of compound at pH 7.4 at 1 mg incubated for overnight under shaking condition by LC-MS/MS analysis",P,COc1nc(N(CC(C)C)c2cc(C(F)(F)F)ccc2F)cnc1C(=O)[C@H]1C[C@@H]1C(=O)O
19210,19145268,CHEMBL4378185,CHEMBL4549822,LogD,,=,1.8,CHEMBL2362975,"Octanol/Sodium phosphate buffer partition coefficient, log D of compound at pH 7.4 at 1 mg incubated for overnight under shaking condition by LC-MS/MS analysis",P,COc1nc(N(CC(C)C)c2cc(Cl)c(F)cc2F)cnc1C(=O)[C@H]1C[C@@H]1C(=O)O
19211,19145269,CHEMBL4378185,CHEMBL3903201,LogD,,=,1.2,CHEMBL2362975,"Octanol/Sodium phosphate buffer partition coefficient, log D of compound at pH 7.4 at 1 mg incubated for overnight under shaking condition by LC-MS/MS analysis",P,COc1nc(N(CC(C)(C)F)c2cc(C(F)(F)F)ccc2F)cnc1C(=O)[C@H]1C[C@@H]1C(=O)O
19212,19145270,CHEMBL4378185,CHEMBL3961833,LogD,,=,1.1,CHEMBL2362975,"Octanol/Sodium phosphate buffer partition coefficient, log D of compound at pH 7.4 at 1 mg incubated for overnight under shaking condition by LC-MS/MS analysis",P,COc1nc(N(CC(C)(C)F)c2cc(Cl)c(F)cc2F)cnc1C(=O)[C@H]1C[C@@H]1C(=O)O
19221,19147721,CHEMBL4379117,CHEMBL4438748,LogD,,=,2.645,CHEMBL2362975,"n-Octanol-water partition coefficient, logD of compound at 1 mg measured after 48 hrs under shaking condition by LC-MS analysis",P,CN(C)c1ccc(C(=O)Nc2cccc(NC(=O)COc3ccc4c(=O)ccoc4c3)c2)cc1
19375,19171962,CHEMBL4385043,CHEMBL4467747,LogD,,=,3.04,CHEMBL2362975,"n-Octanol-water distribution coefficient, log D of the compound at pH 7.4 after 90 mins by UV-spectrphotometric based shake-flask method",P,O=C(Nc1cc2cc[nH]c2cn1)c1ccc(Cl)c(Cl)c1
19376,19171963,CHEMBL4385043,CHEMBL4450595,LogD,,=,3.19,CHEMBL2362975,"n-Octanol-water distribution coefficient, log D of the compound at pH 7.4 after 90 mins by UV-spectrphotometric based shake-flask method",P,O=C(Nc1ccc2[nH]ccc2n1)c1ccc(Cl)c(Cl)c1
19377,19171964,CHEMBL4385043,CHEMBL4439889,LogD,,=,2.32,CHEMBL2362975,"n-Octanol-water distribution coefficient, log D of the compound at pH 7.4 after 90 mins by UV-spectrphotometric based shake-flask method",P,O=C(Nc1ccc2[nH]ccc2n1)c1ccc(F)c(Cl)c1
19378,19171965,CHEMBL4385043,CHEMBL4450144,LogD,,=,2.69,CHEMBL2362975,"n-Octanol-water distribution coefficient, log D of the compound at pH 7.4 after 90 mins by UV-spectrphotometric based shake-flask method",P,O=C(Nc1ccc2[nH]ccc2n1)c1ccc(Cl)c(F)c1
19379,19171966,CHEMBL4385043,CHEMBL396778,LogD,,=,2.89,CHEMBL2362975,"n-Octanol-water distribution coefficient, log D of the compound at pH 7.4 after 90 mins by UV-spectrphotometric based shake-flask method",P,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O
19380,19172948,CHEMBL4385377,CHEMBL4469866,LogD,,=,2.46,CHEMBL2362975,"1-Octanol-buffer partition coefficient, log D of compound at pH 7.4 after 24 hrs by shake-flask method",P,C=CC(=O)N(c1cccc(Cl)c1F)c1ncnc2cc(OC)c(OC(=O)N3CCN(C)C[C@H]3C)cc12
19381,19172949,CHEMBL4385377,CHEMBL3623290,LogD,,=,2.84,CHEMBL2362975,"1-Octanol-buffer partition coefficient, log D of compound at pH 7.4 after 24 hrs by shake-flask method",P,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC(=O)N1CCN(C)C[C@H]1C
19382,19172950,CHEMBL4385377,CHEMBL4441029,LogD,,=,2.64,CHEMBL2362975,"1-Octanol-buffer partition coefficient, log D of compound at pH 7.4 after 24 hrs by shake-flask method",P,C=CC(=O)N(c1cccc(Cl)c1F)c1ncnc2cc(OC)c(OCCCN3CCOCC3)cc12
19383,19172952,CHEMBL4385377,CHEMBL4471155,LogD,,=,3.57,CHEMBL2362975,"1-Octanol-buffer partition coefficient, log D of compound at pH 7.4 after 24 hrs by shake-flask method",P,C=CC(=O)N(c1ccc(Cl)c(Cl)c1)c1ncnc2cc(OC)c(OCCCN3CCOCC3)cc12
19384,19172954,CHEMBL4385377,CHEMBL4453748,LogD,,=,2.01,CHEMBL2362975,"1-Octanol-buffer partition coefficient, log D of compound at pH 7.4 after 24 hrs by shake-flask method",P,C=CC(=O)N(c1ccc(F)c(Cl)c1)c1ncnc2cc(OC)c(OCCCN3CCOCC3)cc12
19385,19172955,CHEMBL4385377,CHEMBL939,LogD,,=,2.41,CHEMBL2362975,"1-Octanol-buffer partition coefficient, log D of compound at pH 7.4 after 24 hrs by shake-flask method",P,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1
19387,19174093,CHEMBL4385578,CHEMBL4459903,LogD,,=,5.8,CHEMBL2362975,"n-Octanol/water partition coefficient, log D of compound at pH 7.4 by UV-HPLC analysis",P,C[C@@H](OC(C)(C)C)[C@@H]1NC(=O)CNC(=O)[C@H](CSC(c2ccccc2)(c2ccccc2)c2ccccc2)NC(=O)CNC(=O)[C@H](CSC(c2ccccc2)(c2ccccc2)c2ccccc2)NC(=O)CN(C)C1=O
19388,19174094,CHEMBL4385578,CHEMBL4522173,LogD,,=,6.0,CHEMBL2362975,"n-Octanol/water partition coefficient, log D of compound at pH 7.4 by UV-HPLC analysis",P,C[C@@H](OC(C)(C)C)[C@@H]1NC(=O)CN(C)C(=O)[C@H](CSC(c2ccccc2)(c2ccccc2)c2ccccc2)NC(=O)CNC(=O)[C@H](CSC(c2ccccc2)(c2ccccc2)c2ccccc2)NC(=O)CN(C)C1=O
19389,19174095,CHEMBL4385578,CHEMBL4457249,LogD,,=,3.7,CHEMBL2362975,"n-Octanol/water partition coefficient, log D of compound at pH 7.4 by UV-HPLC analysis",P,C[C@@H](OC(C)(C)C)[C@@H]1NC(=O)CN(C)C(=O)[C@H](CSC(c2ccccc2)(c2ccccc2)c2ccccc2)NC(=O)CN(C)C(=O)[C@H](CSC(c2ccccc2)(c2ccccc2)c2ccccc2)NC(=O)CN(C)C1=O
19390,19174096,CHEMBL4385578,CHEMBL4571234,LogD,,=,6.3,CHEMBL2362975,"n-Octanol/water partition coefficient, log D of compound at pH 7.4 by UV-HPLC analysis",P,CN1CC(=O)N[C@@H](CSC(c2ccccc2)(c2ccccc2)c2ccccc2)C(=O)N(C)CC(=O)N[C@@H](CSC(c2ccccc2)(c2ccccc2)c2ccccc2)C(=O)N(C)CC(=O)N[C@@H](COC(C)(C)C)C1=O
19393,19174099,CHEMBL4385578,CHEMBL4449887,LogD,,=,3.1,CHEMBL2362975,"n-Octanol/water partition coefficient, log D of compound at pH 7.4 by UV-HPLC analysis",P,CN1CC(=O)N[C@@H](CSC(c2ccccc2)(c2ccccc2)c2ccccc2)C(=O)NCC(=O)N[C@@H](CSC(c2ccccc2)(c2ccccc2)c2ccccc2)C(=O)NCC(=O)N[C@@H](CCC(=O)O)C1=O
19394,19174100,CHEMBL4385578,CHEMBL4466065,LogD,,=,3.7,CHEMBL2362975,"n-Octanol/water partition coefficient, log D of compound at pH 7.4 by UV-HPLC analysis",P,CN1CC(=O)N[C@@H](CSC(c2ccccc2)(c2ccccc2)c2ccccc2)C(=O)NCC(=O)N[C@@H](CSC(c2ccccc2)(c2ccccc2)c2ccccc2)C(=O)N(C)CC(=O)N[C@@H](CCC(=O)O)C1=O
19395,19174101,CHEMBL4385578,CHEMBL4567257,LogD,,=,3.9,CHEMBL2362975,"n-Octanol/water partition coefficient, log D of compound at pH 7.4 by UV-HPLC analysis",P,CN1CC(=O)N[C@@H](CSC(c2ccccc2)(c2ccccc2)c2ccccc2)C(=O)N(C)CC(=O)N[C@@H](CSC(c2ccccc2)(c2ccccc2)c2ccccc2)C(=O)N(C)CC(=O)N[C@@H](CCC(=O)O)C1=O
19417,19177476,CHEMBL4386422,CHEMBL4558749,LogD,,=,-0.07,CHEMBL2362975,"n-Octanol-PBS buffer partition coefficient, log D of the compound at 100 uM at pH 7.4 after 1 hr by LC-MS/MS analysis",P,CCC#CC[C@H](C)[C@H](O)/C=C/[C@H]1CCC(=O)N1CCCCCCC(=O)O
19418,19177477,CHEMBL4386422,CHEMBL3918816,LogD,,=,0.11,CHEMBL2362975,"n-Octanol-PBS buffer partition coefficient, log D of the compound at 100 uM at pH 7.4 after 1 hr by LC-MS/MS analysis",P,CCC#CC[C@H](C)[C@H](O)/C=C/[C@H]1CC(F)(F)C(=O)N1CCCCCCC(=O)O
19428,19181861,CHEMBL4387489,CHEMBL4553226,LogD,,=,3.7,CHEMBL2362975,"Lipophilicity, log D of the compound in 1-Octanol-phosphate buffer at pH 7.4 by LC-MS/MS analysis",P,COc1cc(OC)cc(C(=O)Nc2nc(-c3ccccn3)c(N3CCN(C)CC3)s2)c1
19429,19181862,CHEMBL4387489,CHEMBL4441221,LogD,,=,4.1,CHEMBL2362975,"Lipophilicity, log D of the compound in 1-Octanol-phosphate buffer at pH 7.4 by LC-MS/MS analysis",P,COc1cc(OC)cc(C(=O)Nc2nc(-c3cccnc3)c(N3CCN(C)CC3)s2)c1
19430,19181863,CHEMBL4387489,CHEMBL4458628,LogD,,=,4.1,CHEMBL2362975,"Lipophilicity, log D of the compound in 1-Octanol-phosphate buffer at pH 7.4 by LC-MS/MS analysis",P,COc1cc(OC)cc(C(=O)Nc2nc(-c3ccncc3)c(N3CCN(C)CC3)s2)c1
19431,19181864,CHEMBL4387489,CHEMBL4434654,LogD,,=,4.0,CHEMBL2362975,"Lipophilicity, log D of the compound in 1-Octanol-phosphate buffer at pH 7.4 by LC-MS/MS analysis",P,COc1cc(OC)cc(C(=O)Nc2nc(C3CC3)c(N3CCN(C)CC3)s2)c1
19432,19181865,CHEMBL4387489,CHEMBL4446542,LogD,,=,4.6,CHEMBL2362975,"Lipophilicity, log D of the compound in 1-Octanol-phosphate buffer at pH 7.4 by LC-MS/MS analysis",P,COc1cc(OC)cc(C(=O)Nc2nc(C3CCC3)c(N3CCN(C)CC3)s2)c1
19433,19181866,CHEMBL4387489,CHEMBL4534599,LogD,,=,3.1,CHEMBL2362975,"Lipophilicity, log D of the compound in 1-Octanol-phosphate buffer at pH 7.4 by LC-MS/MS analysis",P,Cc1c(C(=O)Nc2nc(C3CCC3)c(N3CCN(C)CC3)s2)cnn1C.Cl.Cl
19434,19181867,CHEMBL4387489,CHEMBL4538643,LogD,,=,4.4,CHEMBL2362975,"Lipophilicity, log D of the compound in 1-Octanol-phosphate buffer at pH 7.4 by LC-MS/MS analysis",P,Cc1c(C(=O)Nc2nc(C3CCC3)c(N3CCN(C)CC3)s2)cnn1-c1ccccc1.Cl.Cl
19435,19181870,CHEMBL4387489,CHEMBL4463653,LogD,,=,4.9,CHEMBL2362975,"Lipophilicity, log D of the compound in 1-Octanol-phosphate buffer at pH 7.4 by LC-MS/MS analysis",P,CN1CCN(c2sc(NC(=O)c3cc(-c4ccccc4)n(C)n3)nc2C2CCC2)CC1
19436,19181871,CHEMBL4387489,CHEMBL4462976,LogD,,=,5.0,CHEMBL2362975,"Lipophilicity, log D of the compound in 1-Octanol-phosphate buffer at pH 7.4 by LC-MS/MS analysis",P,Cc1nc(-c2ccccc2)oc1C(=O)Nc1nc(C2CCC2)c(N2CCN(C)CC2)s1.Cl.Cl
19437,19181872,CHEMBL4387489,CHEMBL4519974,LogD,,=,4.5,CHEMBL2362975,"Lipophilicity, log D of the compound in 1-Octanol-phosphate buffer at pH 7.4 by LC-MS/MS analysis",P,Cc1c(C(=O)Nc2nc(C3CCC3)c(N3CCN(C)CC3)s2)cnn1C(C)(C)C.Cl
19438,19181873,CHEMBL4387489,CHEMBL4574043,LogD,,=,5.0,CHEMBL2362975,"Lipophilicity, log D of the compound in 1-Octanol-phosphate buffer at pH 7.4 by LC-MS/MS analysis",P,Cc1c(C(=O)Nc2nc(C3CCC3)c(N3CCN(C)CC3)s2)cnn1C1CCCCC1.Cl.Cl
19439,19181874,CHEMBL4387489,CHEMBL4470016,LogD,,=,3.1,CHEMBL2362975,"Lipophilicity, log D of the compound in 1-Octanol-phosphate buffer at pH 7.4 by LC-MS/MS analysis",P,Cc1c(C(=O)Nc2nc(C3CCC3)c(N3CCN(C)CC3)s2)cnn1C1CCOCC1.Cl.Cl
19440,19181875,CHEMBL4387489,CHEMBL4531567,LogD,,=,4.3,CHEMBL2362975,"Lipophilicity, log D of the compound in 1-Octanol-phosphate buffer at pH 7.4 by LC-MS/MS analysis",P,Cc1c(C(=O)Nc2nc(C3CCC3)c(N3CCN(C)CC3)s2)cnn1C1CCC(F)(F)CC1.Cl.Cl
19441,19181876,CHEMBL4387489,CHEMBL4460657,LogD,,=,4.8,CHEMBL2362975,"Lipophilicity, log D of the compound in 1-Octanol-phosphate buffer at pH 7.4 by LC-MS/MS analysis",P,Cc1c(C(=O)Nc2nc(C3CCC3)c(N3CCN(C)CC3)s2)cnn1-c1ccc(F)cc1
19442,19181877,CHEMBL4387489,CHEMBL4519618,LogD,,=,4.0,CHEMBL2362975,"Lipophilicity, log D of the compound in 1-Octanol-phosphate buffer at pH 7.4 by LC-MS/MS analysis",P,Cc1c(C(=O)Nc2nc(C3CCC3)c(N3CCN(C)CC3)s2)cnn1-c1ccc(C#N)cc1
19443,19181878,CHEMBL4387489,CHEMBL4526382,LogD,,=,4.8,CHEMBL2362975,"Lipophilicity, log D of the compound in 1-Octanol-phosphate buffer at pH 7.4 by LC-MS/MS analysis",P,Cc1c(C(=O)Nc2nc(C3CCC3)c(N3CCN(C)CC3)s2)cnn1Cc1ccc(F)cc1.Cl.Cl
19444,19181879,CHEMBL4387489,CHEMBL4579045,LogD,,=,3.6,CHEMBL2362975,"Lipophilicity, log D of the compound in 1-Octanol-phosphate buffer at pH 7.4 by LC-MS/MS analysis",P,COc1cc(OC)cc(C(=O)Nc2nc(-c3ccccc3)c(C3CCN(C)CC3)s2)c1
19445,19181880,CHEMBL4387489,CHEMBL4586243,LogD,,=,3.5,CHEMBL2362975,"Lipophilicity, log D of the compound in 1-Octanol-phosphate buffer at pH 7.4 by LC-MS/MS analysis",P,COc1cc(OC)cc(C(=O)Nc2nc(-c3ccccc3)c(CCCN(C)C)s2)c1.Cl.Cl
19446,19181881,CHEMBL4387489,CHEMBL4589218,LogD,,=,4.1,CHEMBL2362975,"Lipophilicity, log D of the compound in 1-Octanol-phosphate buffer at pH 7.4 by LC-MS/MS analysis",P,COc1cc(OC)cc(C(=O)Nc2nc(-c3ccccc3)c(CCCN3CCCCC3)s2)c1.Cl.Cl
19447,19181882,CHEMBL4387489,CHEMBL4467623,LogD,,=,4.7,CHEMBL2362975,"Lipophilicity, log D of the compound in 1-Octanol-phosphate buffer at pH 7.4 by LC-MS/MS analysis",P,COc1cc(OC)cc(C(=O)Nc2nc(-c3ccccc3)c(CCCN3CCOCC3)s2)c1
19448,19181883,CHEMBL4387489,CHEMBL4450094,LogD,,=,4.1,CHEMBL2362975,"Lipophilicity, log D of the compound in 1-Octanol-phosphate buffer at pH 7.4 by LC-MS/MS analysis",P,COc1cc(OC)cc(C(=O)Nc2nc(-c3ccccc3)c(CCCN3CCN(C)CC3)s2)c1.Cl.Cl.Cl
19449,19181884,CHEMBL4387489,CHEMBL4551456,LogD,,=,4.5,CHEMBL2362975,"Lipophilicity, log D of the compound in 1-Octanol-phosphate buffer at pH 7.4 by LC-MS/MS analysis",P,COc1cc(OC)cc(C(=O)Nc2nc(-c3ccccc3)c(CCN3CCCCC3)s2)c1.Cl.Cl
19450,19181885,CHEMBL4387489,CHEMBL4463312,LogD,,=,4.9,CHEMBL2362975,"Lipophilicity, log D of the compound in 1-Octanol-phosphate buffer at pH 7.4 by LC-MS/MS analysis",P,COc1cc(OC)cc(C(=O)Nc2nc(-c3ccccc3)c(CN3CCCCC3)s2)c1.Cl
19451,19181886,CHEMBL4387489,CHEMBL4459940,LogD,,=,4.1,CHEMBL2362975,"Lipophilicity, log D of the compound in 1-Octanol-phosphate buffer at pH 7.4 by LC-MS/MS analysis",P,Cc1c(C(=O)Nc2nc(C3CCC3)c(CCN3CCCCC3)s2)cnn1-c1ccc(F)cc1.Cl.Cl
19452,19181887,CHEMBL4387489,CHEMBL4578182,LogD,,=,3.8,CHEMBL2362975,"Lipophilicity, log D of the compound in 1-Octanol-phosphate buffer at pH 7.4 by LC-MS/MS analysis",P,Cc1c(C(=O)Nc2nc(C3CCC3)c(CCN3CCCCC3)s2)cnn1-c1ccc(F)cn1.Cl.Cl
19453,19181888,CHEMBL4387489,CHEMBL4465116,LogD,,=,4.5,CHEMBL2362975,"Lipophilicity, log D of the compound in 1-Octanol-phosphate buffer at pH 7.4 by LC-MS/MS analysis",P,Cc1nn(-c2ccc(F)cn2)cc1C(=O)Nc1nc(C2CCC2)c(CCN2CCCCC2)s1.Cl.Cl
19454,19182747,CHEMBL4387633,CHEMBL4468837,LogD,,=,4.2,CHEMBL2362975,"Distribution coefficient, log D of the compound in 1-octanol and phosphate buffered saline at pH 7.4",P,CC(C)N1N=C(C2CCCCC2)c2ccc(Cl)cc2N(c2ccc(CC3=NCCN3)cc2)C1=O
19455,19182748,CHEMBL4387633,CHEMBL4465123,LogD,,=,2.9,CHEMBL2362975,"Distribution coefficient, log D of the compound in 1-octanol and phosphate buffered saline at pH 7.4",P,CC1(C)N=C(C2CCCCC2)c2ccc(C#N)cc2N(c2ccc(NCCNC3CCOCC3)cc2)C1=O
19456,19182749,CHEMBL4387633,CHEMBL4531282,LogD,,=,2.1,CHEMBL2362975,"Distribution coefficient, log D of the compound in 1-octanol and phosphate buffered saline at pH 7.4",P,CC1(C)N=C(C2CCCCC2)c2ccc(C#N)cc2N(c2ccc(NCCN)cc2)C1=O
19457,19182750,CHEMBL4387633,CHEMBL4451534,LogD,,=,3.0,CHEMBL2362975,"Distribution coefficient, log D of the compound in 1-octanol and phosphate buffered saline at pH 7.4",P,CC1(C)N=C(C2CCCCC2)c2ccc(Cl)cc2N(c2ccc(NCCN)cc2)C1=O
19458,19182752,CHEMBL4387633,CHEMBL4462333,LogD,,=,1.4,CHEMBL2362975,"Distribution coefficient, log D of the compound in 1-octanol and phosphate buffered saline at pH 7.4",P,NCCNc1ccc(N2C(=O)CN(C3CCCCC3)Cc3ccc(Cl)cc32)cc1
19459,19182753,CHEMBL4387633,CHEMBL4549673,LogD,,=,1.7,CHEMBL2362975,"Distribution coefficient, log D of the compound in 1-octanol and phosphate buffered saline at pH 7.4",P,NCCNc1ccc(N2C(=O)CN=C(C3CCCCC3)c3ccc(Cl)cc32)cc1
19465,19192342,CHEMBL4390058,CHEMBL4444522,LogD,,=,2.8,CHEMBL2362975,"Distribution coefficient between 1-octanol and phosphate buffer, logD of the compound in pH 7.4 buffer",P,C/C=C1/CN2CC[C@H]1C(=O)c1[nH]c3ccccc3c1C2.O=S(=O)(O)O
19466,19192343,CHEMBL4390058,CHEMBL4452392,LogD,,=,3.5,CHEMBL2362975,"Distribution coefficient between 1-octanol and phosphate buffer, logD of the compound in pH 7.4 buffer",P,C/C=C1/CN2CCC1C(=O)c1c(c3ccccc3n1C)C2.O=S(=O)(O)O
19467,19192344,CHEMBL4390058,CHEMBL4454052,LogD,,=,2.7,CHEMBL2362975,"Distribution coefficient between 1-octanol and phosphate buffer, logD of the compound in pH 7.4 buffer",P,O=C1c2[nH]c3ccccc3c2CN2CCC1C(CCO)C2.O=S(=O)(O)O
19468,19192345,CHEMBL4390058,CHEMBL4453503,LogD,,=,3.4,CHEMBL2362975,"Distribution coefficient between 1-octanol and phosphate buffer, logD of the compound in pH 7.4 buffer",P,C/C=C1/CN2CCC1C(=O)c1[nH]c3cccc(OC)c3c1C2.O=S(=O)(O)O
19469,19192346,CHEMBL4390058,CHEMBL4458359,LogD,,=,3.1,CHEMBL2362975,"Distribution coefficient between 1-octanol and phosphate buffer, logD of the compound in pH 7.4 buffer",P,C/C=C1/CN2CCC1C(=O)c1[nH]c3ccc(OC)cc3c1C2.O=S(=O)(O)O
19470,19192347,CHEMBL4390058,CHEMBL4553020,LogD,,=,3.1,CHEMBL2362975,"Distribution coefficient between 1-octanol and phosphate buffer, logD of the compound in pH 7.4 buffer",P,C/C=C1/CN2CCC1C(=O)c1[nH]c3cc(OC)ccc3c1C2.O=S(=O)(O)O
19471,19192348,CHEMBL4390058,CHEMBL4434786,LogD,,=,3.3,CHEMBL2362975,"Distribution coefficient between 1-octanol and phosphate buffer, logD of the compound in pH 7.4 buffer",P,C/C=C1/CN2CCC1C(=O)c1[nH]c3c(OC)cccc3c1C2.O=S(=O)(O)O
19472,19192349,CHEMBL4390058,CHEMBL4468919,LogD,,=,1.8,CHEMBL2362975,"Distribution coefficient between 1-octanol and phosphate buffer, logD of the compound in pH 7.4 buffer",P,O=C1c2[nH]c3ccccc3c2CN2CCC1CC2
19473,19192351,CHEMBL4390058,CHEMBL4520602,LogD,,=,3.3,CHEMBL2362975,"Distribution coefficient between 1-octanol and phosphate buffer, logD of the compound in pH 7.4 buffer",P,C/C=C1\CN2CCC1C(=O)c1[nH]c3ccccc3c1C2.O=S(=O)(O)O
19474,19192353,CHEMBL4390058,CHEMBL4558121,LogD,,=,2.5,CHEMBL2362975,"Distribution coefficient between 1-octanol and phosphate buffer, logD of the compound in pH 7.4 buffer",P,CC12CCN(CC1)Cc1c([nH]c3ccccc13)C2=O.O=S(=O)(O)O
19475,19192354,CHEMBL4390058,CHEMBL4449131,LogD,,=,3.0,CHEMBL2362975,"Distribution coefficient between 1-octanol and phosphate buffer, logD of the compound in pH 7.4 buffer",P,CCC12CCN(CC1)Cc1c([nH]c3ccccc13)C2=O.O=S(=O)(O)O
19476,19192355,CHEMBL4390058,CHEMBL4591346,LogD,,=,3.7,CHEMBL2362975,"Distribution coefficient between 1-octanol and phosphate buffer, logD of the compound in pH 7.4 buffer",P,CC(C)CC12CCN(CC1)Cc1c([nH]c3ccccc13)C2=O.O=S(=O)(O)O
19503,19214518,CHEMBL4393787,CHEMBL4528928,LogD,,=,3.1,CHEMBL2362975,"Octanol-phosphate buffer partition co-efficient, log D of the compound at pH 7.4 after 2 hrs by LC-MS/MS-based shake flask method",P,Cc1cc(-c2ccc(C(=O)[C@@H]3CCCC[C@H]3C(=O)Nc3cn(C)nc3C)cc2)n[nH]1
19504,19214519,CHEMBL4393787,CHEMBL4450838,LogD,,=,3.1,CHEMBL2362975,"Octanol-phosphate buffer partition co-efficient, log D of the compound at pH 7.4 after 2 hrs by LC-MS/MS-based shake flask method",P,Cc1cc(-c2ccc(C(=O)[C@@H]3CCCC[C@H]3C(=O)Nc3cn(C)nc3C(N)=O)cc2)[nH]n1
19505,19214520,CHEMBL4393787,CHEMBL4464452,LogD,,=,2.6,CHEMBL2362975,"Octanol-phosphate buffer partition co-efficient, log D of the compound at pH 7.4 after 2 hrs by LC-MS/MS-based shake flask method",P,Cc1cc(-c2ccc(C(=O)[C@@H]3CCCC[C@H]3C(=O)Nc3cnn(C)c3C(N)=O)cc2)[nH]n1
19506,19214521,CHEMBL4393787,CHEMBL4543613,LogD,,=,2.9,CHEMBL2362975,"Octanol-phosphate buffer partition co-efficient, log D of the compound at pH 7.4 after 2 hrs by LC-MS/MS-based shake flask method",P,CCn1ncc(NC(=O)[C@@H]2CCCC[C@H]2C(=O)c2ccc(-c3cc(C)n[nH]3)cc2)c1C(N)=O
